name,state,state_code,type,degree_length,cost_type,in_state,AY2017,AY2016,AY2015,AY2014,AY2013,AY2012,AY2011,AY2010,AY2009
Beis Medrash Heichal Dovid,New York,NY,Private,4 Year,total,out,17875,17700,17700,17100,16500,16000,17470,17275,16500
Beis Medrash Heichal Dovid,New York,NY,Private,4 Year,tuition,in,9375,9200,9200,8600,8000,7500,8970,8775,8450
Belhaven University,Mississippi,MS,Private,4 Year,total,in,34400,34816,33666,32230,34472,33375,32335,31485,30185
Belhaven University,Mississippi,MS,Private,4 Year,total,out,34400,34816,33666,32230,34472,33375,32335,31485,30185
Belhaven University,Mississippi,MS,Private,4 Year,tuition,in,24250,23016,21816,20780,19970,19200,18420,17700,16780
Bellarmine University,Kentucky,KY,Private,4 Year,total,in,59306,57794,55162,53350,52574,50420,48846,46606,44111
Bellarmine University,Kentucky,KY,Private,4 Year,total,out,59306,57794,55162,53350,52574,50420,48846,46606,44111
Bellarmine University,Kentucky,KY,Private,4 Year,tuition,in,40750,39750,37650,36290,34890,33270,32140,30310,28900
Belmont Abbey College,North Carolina,NC,Private,4 Year,total,in,32894,32954,32694,32694,32564,40472,40776,40097,37460
Belmont Abbey College,North Carolina,NC,Private,4 Year,total,out,32894,32954,32694,32694,32564,40472,40776,40097,37460
Belmont Abbey College,North Carolina,NC,Private,4 Year,tuition,in,18500,18500,18500,18500,18500,27622,26182,24403,22512
Belmont University,Tennessee,TN,Private,4 Year,total,in,50740,48870,47120,45340,43030,41450,39930,38010,35600
Belmont University,Tennessee,TN,Private,4 Year,total,out,50740,48870,47120,45340,43030,41450,39930,38010,35600
Belmont University,Tennessee,TN,Private,4 Year,tuition,in,32820,31390,30000,28660,27380,26130,24960,23680,22360
Beloit College,Wisconsin,WI,Private,4 Year,total,in,59442,57506,55240,52270,50406,48236,46276,43702,41748
Beloit College,Wisconsin,WI,Private,4 Year,total,out,59442,57506,55240,52270,50406,48236,46276,43702,41748
Beloit College,Wisconsin,WI,Private,4 Year,tuition,in,48706,47060,45050,42500,41250,38474,36674,35038,33418
Bemidji State University,Minnesota,MN,Public,4 Year,total,in,20729,20208,19846,19304,18940,18539,17888,18057,16530
Bemidji State University,Minnesota,MN,Public,4 Year,total,out,20729,20208,19846,19304,18940,18539,17888,18057,16530
Bemidji State University,Minnesota,MN,Public,4 Year,tuition,in,8677,8394,8366,8134,8124,8107,7858,7497,7202
Benedict College,South Carolina,SC,Private,4 Year,total,in,32982,32388,30492,30692,30458,30458,28932,27620,26474
Benedict College,South Carolina,SC,Private,4 Year,total,out,32982,32388,30492,30692,30458,30458,28932,27620,26474
Benedict College,South Carolina,SC,Private,4 Year,tuition,in,19958,19566,18288,18288,18254,18254,17190,16370,15590
Benedictine College,Kansas,KS,Private,4 Year,total,in,43700,42230,40900,39150,37855,38300,36380,35050,33275
Benedictine College,Kansas,KS,Private,4 Year,total,out,43700,42230,40900,39150,37855,38300,36380,35050,33275
Benedictine College,Kansas,KS,Private,4 Year,tuition,in,28480,27480,26200,25100,23900,22800,21475,20475,19500
Benedictine University,Illinois,IL,Private,4 Year,total,in,48016,45430,40280,38984,37636,35987,34564,34090,32870
Benedictine University,Illinois,IL,Private,4 Year,total,out,48016,45430,40280,38984,37636,35987,34564,34090,32870
Benedictine University,Illinois,IL,Private,4 Year,tuition,in,33900,32170,27465,26558,25516,24137,23184,23240,22310
Benjamin Franklin Institute of Technology,Massachusetts,MA,Private,2 Year,total,in,40250,35115,34665,33965,36965,32265,27690,25323,21634
Benjamin Franklin Institute of Technology,Massachusetts,MA,Private,2 Year,total,out,40250,35115,34665,33965,36965,32265,27690,25323,21634
Benjamin Franklin Institute of Technology,Massachusetts,MA,Private,2 Year,tuition,in,17450,16950,16950,16950,16950,16950,15950,14500,13950
Bennington College,Vermont,VT,Private,4 Year,total,in,70760,68420,66120,64019,61920,60540,58310,56050,53960
Bennington College,Vermont,VT,Private,4 Year,total,out,70760,68420,66120,64019,61920,60540,58310,56050,53960
Bennington College,Vermont,VT,Private,4 Year,tuition,in,51920,50100,48220,46667,45080,44220,42800,41350,39760
Bentley University,Massachusetts,MA,Private,4 Year,total,in,66180,63350,61005,58860,56930,54888,53098,51473,49753
Bentley University,Massachusetts,MA,Private,4 Year,total,out,66180,63350,61005,58860,56930,54888,53098,51473,49753
Bentley University,Massachusetts,MA,Private,4 Year,tuition,in,48000,45760,44085,42511,41110,39628,38328,37058,35828
Berea College,Kentucky,KY,Private,4 Year,total,in,35394,35042,34380,33492,31870,30396,9204,8986,9196
Berea College,Kentucky,KY,Private,4 Year,total,out,35394,35042,34380,33492,31870,30396,9204,8986,9196
Berea College,Kentucky,KY,Private,4 Year,tuition,in,25760,25470,24870,24270,23170,21880,910,910,876
Berklee College of Music,Massachusetts,MA,Private,4 Year,total,in,63574,62042,60272,60017,58522,57131,55001,52139,49019
Berklee College of Music,Massachusetts,MA,Private,4 Year,total,out,63574,62042,60272,60017,58522,57131,55001,52139,49019
Berklee College of Music,Massachusetts,MA,Private,4 Year,tuition,in,42750,41398,40082,38910,37586,36490,34680,32520,30150
Berry College,Georgia,GA,Private,4 Year,total,in,50632,48484,46384,44388,43834,41749,39668,37764,36080
Berry College,Georgia,GA,Private,4 Year,total,out,50632,48484,46384,44388,43834,41749,39668,37764,36080
Berry College,Georgia,GA,Private,4 Year,tuition,in,35176,33556,31996,30530,29090,27650,26090,24620,23360
Bethany College,Kansas,KS,Private,4 Year,total,in,42963,42090,39720,36600,35205,34110,32793,30800,29541
Bethany College,Kansas,KS,Private,4 Year,total,out,42963,42090,39720,36600,35205,34110,32793,30800,29541
Bethany College,Kansas,KS,Private,4 Year,tuition,in,26922,26660,25900,24390,23305,22624,21677,20026,19065
Bethany College,West Virginia,WV,Private,4 Year,total,in,42674,41220,40100,39172,39082,38226,37300,35601,34065
Bethany College,West Virginia,WV,Private,4 Year,total,out,42674,41220,40100,39172,39082,38226,37300,35601,34065
Bethany College,West Virginia,WV,Private,4 Year,tuition,in,28454,27696,26500,25736,25736,24780,23854,22596,21465
Bethany Lutheran College,Minnesota,MN,Private,4 Year,total,in,37270,36150,35240,34420,34150,33130,32310,30480,28650
Bethany Lutheran College,Minnesota,MN,Private,4 Year,total,out,37270,36150,35240,34420,34150,33130,32310,30480,28650
Bethany Lutheran College,Minnesota,MN,Private,4 Year,tuition,in,26830,25890,25170,24450,24080,23270,22410,21080,19650
Bethel University,Tennessee,TN,Private,4 Year,total,in,31570,31262,30196,30196,30196,27834,25974,25360,24318
Bethel University,Tennessee,TN,Private,4 Year,total,out,31570,31262,30196,30196,30196,27834,25974,25360,24318
Bethel University,Tennessee,TN,Private,4 Year,tuition,in,16552,15764,15714,15714,15714,14520,13552,12938,12242
Bethel University,Minnesota,MN,Private,4 Year,total,in,50350,48986,47586,45830,44300,43000,41300,39400,37960
Bethel University,Minnesota,MN,Private,4 Year,total,out,50350,48986,47586,45830,44300,43000,41300,39400,37960
Bethel University,Minnesota,MN,Private,4 Year,tuition,in,36210,35160,34140,32990,31760,30840,29460,28080,27020
Bethune-Cookman University,Florida,FL,Private,4 Year,total,in,29172,28820,27070,27070,27058,26958,27030,26152,25308
Bethune-Cookman University,Florida,FL,Private,4 Year,total,out,29172,28820,27070,27070,27058,26958,27030,26152,25308
Bethune-Cookman University,Florida,FL,Private,4 Year,tuition,in,14410,14410,14410,14410,14410,14410,13990,13452,12936
Beulah Heights University,Georgia,GA,Private,4 Year,total,in,20780,20410,17990,17790,17340,15040,15040,14488,13320
Beulah Heights University,Georgia,GA,Private,4 Year,total,out,20780,20410,17990,17790,17340,15040,15040,14488,13320
Beulah Heights University,Georgia,GA,Private,4 Year,tuition,in,9880,9510,9390,9390,8940,8940,8940,8588,8220
Bevill State Community College,Alabama,AL,Public,2 Year,total,in,15716,15360,13850,13790,14360,14070,13314,12988,12450
Bevill State Community College,Alabama,AL,Public,2 Year,total,out,19524,18870,17300,17180,17690,17340,16514,15868,14722
Bevill State Community College,Alabama,AL,Public,2 Year,tuition,in,4766,4410,4350,4290,4230,4170,4198,3488,2950
Big Bend Community College,Washington,WA,Public,2 Year,total,in,15729,15488,15096,15320,15274,15290,13887,13365,13065
Big Bend Community College,Washington,WA,Public,2 Year,total,out,16176,15902,15504,15720,15674,15690,14307,13755,13455
Big Bend Community College,Washington,WA,Public,2 Year,tuition,in,4149,3851,3846,4150,4150,4150,3585,3225,3015
Biola University,California,CA,Private,4 Year,total,in,54516,52242,49708,48174,46624,45153,43650,42271,40944
Biola University,California,CA,Private,4 Year,total,out,54516,52242,49708,48174,46624,45153,43650,42271,40944
Biola University,California,CA,Private,4 Year,tuition,in,38448,36696,34498,33322,32142,31004,29908,28852,27744
Bismarck State College,North Dakota,ND,Public,2 Year,total,in,16008,15559,15355,14721,13301,12925,12780,12699,12294
Bismarck State College,North Dakota,ND,Public,2 Year,total,out,21072,20428,20134,19401,17876,17420,17275,17194,16789
Bismarck State College,North Dakota,ND,Public,2 Year,tuition,in,3832,3659,3604,3520,3487,3325,3334,3356,3356
Black Hills State University,South Dakota,SD,Public,4 Year,total,in,20922,20199,19962,19447,17862,17061,18027,16680,15764
Black Hills State University,South Dakota,SD,Public,4 Year,total,out,23922,23115,22544,21927,19862,18925,19855,18276,15764
Black Hills State University,South Dakota,SD,Public,4 Year,tuition,in,8602,8004,8004,7617,7617,7320,7424,6951,6641
Blackburn College,Illinois,IL,Private,4 Year,total,in,31302,30176,29048,27960,26616,24584,23000,21436,20517
Blackburn College,Illinois,IL,Private,4 Year,total,out,31302,30176,29048,27960,26616,24584,23000,21436,20517
Blackburn College,Illinois,IL,Private,4 Year,tuition,in,21992,21162,20364,19560,18506,17502,16296,14996,14286
Blinn College,Texas,TX,Public,2 Year,total,in,18782,18242,17164,15224,15708,12591,14261,11001,10637
Blinn College,Texas,TX,Public,2 Year,total,out,22574,21914,19156,17024,17956,14463,16133,12825,12461
Blinn College,Texas,TX,Public,2 Year,tuition,in,4056,3792,3912,3264,3872,2952,2712,2352,2208
Bloomfield College,New Jersey,NJ,Private,4 Year,total,in,45670,44546,43496,42146,41130,39350,37900,36600,34900
Bloomfield College,New Jersey,NJ,Private,4 Year,total,out,45670,44546,43496,42146,41130,39350,37900,36600,34900
Bloomfield College,New Jersey,NJ,Private,4 Year,tuition,in,29300,28600,27800,26750,25880,25050,23700,22400,21000
Bloomsburg University of Pennsylvania,Pennsylvania,PA,Public,4 Year,total,in,24270,23406,22604,22602,22182,21732,21350,20200,19400
Bloomsburg University of Pennsylvania,Pennsylvania,PA,Public,4 Year,total,out,35750,34498,33422,33052,32306,31558,30888,29024,27836
Bloomsburg University of Pennsylvania,Pennsylvania,PA,Public,4 Year,tuition,in,10500,10154,9326,8914,8582,8344,8082,7456,7110
Blue Mountain College,Mississippi,MS,Private,4 Year,total,in,22351,20951,20152,19634,17550,17180,16264,16320,14938
Blue Mountain College,Mississippi,MS,Private,4 Year,total,out,22351,20951,20152,19634,17550,17180,16264,16320,14938
Blue Mountain College,Mississippi,MS,Private,4 Year,tuition,in,11760,11212,10852,10534,9470,9230,9130,8920,8570
Bluefield College,Virginia,VA,Private,4 Year,total,in,37403,37028,36882,36267,35560,34000,31870,32020,30200
Bluefield College,Virginia,VA,Private,4 Year,total,out,37403,37028,36882,36267,35560,34000,31870,32020,30200
Bluefield College,Virginia,VA,Private,4 Year,tuition,in,24800,24380,23296,22840,22390,21060,19980,18800,18020
Bluffton University,Ohio,OH,Private,4 Year,total,in,46156,44652,44058,42948,41864,40336,38810,36978,36064
Bluffton University,Ohio,OH,Private,4 Year,total,out,46156,44652,44058,42948,41864,40336,38810,36978,36064
Bluffton University,Ohio,OH,Private,4 Year,tuition,in,31672,30762,30168,29316,28504,27426,26154,24930,24044
Bob Jones University,South Carolina,SC,Private,4 Year,total,in,25950,24820,23980,24110,23050,26266,25286,25058,22330
Bob Jones University,South Carolina,SC,Private,4 Year,total,out,25950,24820,23980,24110,23050,26266,25286,25058,22330
Bob Jones University,South Carolina,SC,Private,4 Year,tuition,in,16500,15550,14900,14220,13460,13090,12730,12530,12130
Boise Bible College,Idaho,ID,Private,4 Year,total,in,26380,25900,26415,26565,23610,22740,21980,21040,20010
Boise Bible College,Idaho,ID,Private,4 Year,total,out,26380,25900,26415,26565,23610,22740,21980,21040,20010
Boise Bible College,Idaho,ID,Private,4 Year,tuition,in,12080,11750,11665,11665,11080,10540,10100,9360,8760
Boise State University,Idaho,ID,Public,4 Year,total,in,21932,19424,20372,19760,20944,20218,19192,17636,16668
Boise State University,Idaho,ID,Public,4 Year,total,out,37248,33874,34422,32612,33544,31658,29592,27092,25672
Boise State University,Idaho,ID,Public,4 Year,tuition,in,7326,7080,6876,6641,6292,5884,5566,5300,4864
Boston Baptist College,Massachusetts,MA,Private,4 Year,total,in,26691,26691,26691,31584,31371,27348,27347,22857,20720
Boston Baptist College,Massachusetts,MA,Private,4 Year,total,out,26691,26691,26691,31584,31371,27348,27347,22857,20720
Boston Baptist College,Massachusetts,MA,Private,4 Year,tuition,in,12600,12600,12600,14836,14866,14946,14945,10491,8900
Boston College,Massachusetts,MA,Private,4 Year,total,in,70588,68064,65620,63022,60706,58686,56728,54624,52870
Boston College,Massachusetts,MA,Private,4 Year,total,out,70588,68064,65620,63022,60706,58686,56728,54624,52870
Boston College,Massachusetts,MA,Private,4 Year,tuition,in,53346,51296,49324,47436,45622,43878,42204,40542,39130
Boston University,Massachusetts,MA,Private,4 Year,total,in,70302,68060,65906,63644,61446,59100,56842,54836,53000
Boston University,Massachusetts,MA,Private,4 Year,total,out,70302,68060,65906,63644,61446,59100,56842,54836,53000
Boston University,Massachusetts,MA,Private,4 Year,tuition,in,52082,50240,48436,46664,44880,42994,41420,39864,38440
Bowdoin College,Maine,ME,Private,4 Year,total,in,68070,65590,63440,61650,59900,58200,56540,54950,52900
Bowdoin College,Maine,ME,Private,4 Year,total,out,68070,65590,63440,61650,59900,58200,56540,54950,52900
Bowdoin College,Maine,ME,Private,4 Year,tuition,in,51848,49900,48212,46808,45446,44118,42816,41565,40020
Bowie State University,Maryland,MD,Public,4 Year,total,in,22710,21880,21540,20791,20107,19351,19460,18769,18645
Bowie State University,Maryland,MD,Public,4 Year,total,out,33299,32416,32022,31367,30674,29907,30063,29293,29083
Bowie State University,Maryland,MD,Public,4 Year,tuition,in,8064,7880,7660,7299,6971,6639,6285,6153,6005
Bradley University,Illinois,IL,Private,4 Year,total,in,46680,45570,44620,43630,42090,40330,38230,36700,35200
Bradley University,Illinois,IL,Private,4 Year,total,out,46680,45570,44620,43630,42090,40330,38230,36700,35200
Bradley University,Illinois,IL,Private,4 Year,tuition,in,32930,32120,31480,30844,29664,28284,26704,25424,24224
Brandeis University,Massachusetts,MA,Private,4 Year,total,in,70943,68125,65954,63250,61070,59050,56416,54003,52054
Brandeis University,Massachusetts,MA,Private,4 Year,total,out,70943,68125,65954,63250,61070,59050,56416,54003,52054
Brandeis University,Massachusetts,MA,Private,4 Year,tuition,in,53537,51245,49598,47558,45856,44294,41860,40289,38762
Brenau University,Georgia,GA,Private,4 Year,total,in,44878,43470,41776,40558,38528,36752,34940,33545,32428
Brenau University,Georgia,GA,Private,4 Year,total,out,44878,43470,41776,40558,38528,36752,34940,33545,32428
Brenau University,Georgia,GA,Private,4 Year,tuition,in,28510,27152,25878,24780,23350,22168,21124,20130,19356
Brescia University,Kentucky,KY,Private,4 Year,total,in,34150,32650,31690,30990,30390,29640,28840,28090,26815
Brescia University,Kentucky,KY,Private,4 Year,total,out,34150,32650,31690,30990,30390,29640,28840,28090,26815
Brescia University,Kentucky,KY,Private,4 Year,tuition,in,21550,21100,20440,19990,19640,19140,18340,17590,16215
Brevard College,North Carolina,NC,Private,4 Year,total,in,42005,40784,39640,38545,37000,35100,33810,33100,31750
Brevard College,North Carolina,NC,Private,4 Year,total,out,42005,40784,39640,38545,37000,35100,33810,33100,31750
Brevard College,North Carolina,NC,Private,4 Year,tuition,in,28640,27790,26980,26170,25200,23900,22860,22250,20900
Brewton-Parker College,Georgia,GA,Private,4 Year,total,in,33059,31236,29741,27711,24786,23896,25860,28770,25613
Brewton-Parker College,Georgia,GA,Private,4 Year,total,out,33059,31236,29741,27711,24786,23896,25860,28770,25613
Brewton-Parker College,Georgia,GA,Private,4 Year,tuition,in,17740,16960,16180,14200,13560,12670,13790,17130,15390
Briar Cliff University,Iowa,IA,Private,4 Year,total,in,42980,42000,40684,39548,38726,37600,36500,34500,33153
Briar Cliff University,Iowa,IA,Private,4 Year,total,out,42980,42000,40684,39548,38726,37600,36500,34500,33153
